lemma:id	cchead:id	that	sentence
seem:31	have:36	1	 After his expulsion became official in January 1831, he attempted to start a private class in advanced algebra which attracted some interest, but this waned, as it seemed that his political activism had priority. [4] [7]

suggest:54	publish:59	1	 Around 4 July 1831, Poisson declared Galois' work "incomprehensible", declaring that "[Galois'] argument is neither sufficiently clear nor sufficiently developed to allow us to judge its rigor"; however, the rejection report ends on an encouraging note: "We would then suggest that the author should publish the whole of his work in order to form a definitive opinion." [16]

suggest:8	Mademoiselle:17	1	 Some archival investigation on the original letters suggests that the woman of romantic interest was a Mademoiselle Stéphanie-Félicie Poterin du Motel, [18] the daughter of the physician at the hostel where Galois stayed during the last months of his life.

mention:19	find:23	1	 Galois' cousin, Gabriel Demante, when asked if he knew the cause of the duel, mentioned that Galois "found himself in the presence of a supposed uncle and a supposed fiancé, each of whom provoked the duel."

say:4	piece:30	0	 Mathematician Hermann Weyl said of this testament, "This letter, if judged by the novelty and profundity of ideas it contains, is perhaps the most substantial piece of writing in the whole literature of mankind."

know:8	fix:11	0	 when it came to the joinery she knew we could fix that later.

know:11	have:18	1	 She fell in love with him right away, not knowing that, at 31, he had a reputation as a womanizer.

realize:4	write:7	1	 Nor did she realize that he wrote popular literature which aimed to please the general public and in no way wished to be associated with serious literature.

find:4	enter:6	0	 Often I would find myself entering those crypts, deep dug in the earth, with their walls on either side lined with the bodies of the dead, where everything was so dark that almost it seemed as though the Psalmist's words were fulfilled, Let them go down quick into Hell. [14]

think:15	looking:19	0	 One video, released in 2010 and entitled "How To Trick People Into Thinking You're Good Looking" was viewed over 5.3 million times in its first week. [10] [11]

state:6	sick:11	0	 In the video, she stated, "I'm sick and tired of guys thinking that just because I showed up at a club or a dance or a bar, that I want to have their genitalia touching my backside"; [12] [13] the video had approximately 36.2 million views as of March 2018. [14]

think:16	want:35	1	 In the video, she stated, "I'm sick and tired of guys thinking that just because I showed up at a club or a dance or a bar, that I want to have their genitalia touching my backside"; [12] [13] the video had approximately 36.2 million views as of March 2018. [14]

say:9	wonderful:4	0	 "It was wonderful there", Moreau said.

give:28	identical:35	1	 This theory, along with other theories of correspondence in translating, are elaborated in his essay Principles of Correspondence, where Nida begins by asserting that given that "no two languages are identical, either in the meanings given to corresponding symbols or in the ways in which symbols are arranged in phrases and sentences, it stands to reason that there can be no absolute correspondence between languages.

seem:3	practice:5	0	 Although it seems Theodorus practiced complete submission to the new leader of the Koinonia, problems soon arose in several Pachomian monasteries that viewed Horsiesios as a weak leader.

be sure:5	wonder:8	0	 By now I'm sure you're wondering about the different things that I have on the table here, but first, I would like to talk to you about these three items.

tell:10	be:13	0	 This ice here of course is water, I told you there was water in this glass, and you have all seen water boil at home, so you are familiar with steam.

see:23	boil:25	0	 This ice here of course is water, I told you there was water in this glass, and you have all seen water boil at home, so you are familiar with steam.

know:24	hot:27	0	 The temperature of this w- water here, is sixty-four degrees, the temperature of this steam, is, I know it's hotter than that.

see:14	fit:23	0	 I have here a number of balloons, but, l- let's see how many of these balloons, I can fit, into this little itty-bitty container here.

be glad:14	see:17	0	 You think, well, okay, w- th- th-, I'm glad I never saw d- Citizen Kane with you.

think:2	tell:5	0	 I thought you were telling me your breakfast.

think:13	be:15	0	 Well, there's a hole, no, if you're thinking there's a hole, think again.

mean:28	sore:32	0	 And make em, you know, and they're just a little bit, for f- the first couple of days, you know, I mean they're just sore.

think:16	done:19	0	 A lot of times, like, I'll get done, and I'll think I'm done, and I'll look at – look down at the horse's hoof, and it's still, it's too long.

know:23	do:31	0	 And the m- — the reason they were showing us this at college, was just, to get us, to know if our trimmer, and shoer was doing it right, and — plus the knowledge of knowing the bones and ligaments.

say:2	make:5	0	 You said you never made the horseshoes.

say:14	aught:23	0	 You know we'd like look at the horse's hoof, and say, okay, this is a double-aught.

know:3	wear:7	0	 Cause I know you don't wear sweatshirts.

say:4	wear:11	1	 She's been saying for months that you would never wear it.

hope:2	like:4	0	 I hope you like yellow.

think:4	size:9	0	 But, I thought that's the largest size they have.

know:4	want:7	0	 I don't know if he wanted to open that or not, or not right now.

think:2	have:5	0	 I think you'll have to wait on that one.

think:3	wait:6	0	 So I thought we'd wait, to open her gifts and —

think:4	acknowledge:8	1	 I don't think that he would acknowledge original sin.

say:16	let:19	0	 And as you come — as Erasmus comes to this, he's going to say, well let's look at the Scriptures.

say:12	go:17	0	 And then he turned to those who remained, and he said, will ye also go away?

say:7	have:15	0	 And so Erasmus is going to say, so obviously, in Scripture we have paradox.

indicate:11	have:14	1	 We have clear passages of Scripture, which seem to indicate that man has a free will, and that he can exercise that will, to follow, or not to follow.

indicate:15	free:22	1	 On the other hand, we have passages of Scripture, which seem to indicate, that the will is not free, and that the –, and that man i- th- is – man is predestined by a an omnipotent sovereign will of God.

think:4	have:7	0	 I don't think Kathy can have kids, she's got a bad back.

believe:3	bad:8	0	 Tend to believe it's not as bad as sh- th- –

think:11	go:14	0	 He was supposed to start baling hay, but I think they're gonna let it sit another day, cause he didn't take his lunch.

understand:4	have:10	0	 I don't understand what not taking his lunch has to do with baling hay.

find:8	come:11	0	 Actually, I think that if she found out he come and didn't have a lunch, she'd fix him one.

think:4	fix:21	1	 Actually, I think that if she found out he come and didn't have a lunch, she'd fix him one.

assume:2	I:5	0	 I assumed it was me.

know:2	slow:5	0	 You know boys are slow?

tell:4	outgrow:11	1	 And then she told her that, she didn't outgrow it until she was five or something?

say:4	look:8	0	 So then I said, "but look at Barb, she's healthy now", and Carolyn looked at her, and sort of looked away, and I thought, oh boy.

say:3	need:5	0	 Santa had said he needed to leave at eight.

say:17	be:7	1	 “It’s just that there are more children in the world now,” he said.

say:11	get:4	0	 “Don’t get much older either,” Betty said.

know:3	feel:8	0	 Betty never knew how naughty she should feel about wanting to strangle him sometimes.

say:14	think:4	0	 “Don’t think of it like that, doll,” Santa said.

think:2	hear:5	0	 She thought she could hear Gomez laughing.

hear:5	laugh:7	0	 She thought she could hear Gomez laughing.

say:6	nutcracker:2	0	 “Nutcrackers,” he said.

say:7	copy:2	0	 “Copy that,” Gomez said on the other end.

say:7	Ginny:3	0	 “Hey Ginny,” Betty said into the phone.

say:10	hello:3	0	 “Oh hello, Mrs. Claus,” Ginny said.

say:8	way:4	0	 “On his way,” Betty said.

believe:23	tell:29	1	 When Tyler was very young, his grandmother was his favorite person in the world because, unlike his parents, who believed that children should always be told the truth as adults understood it, she would fill in the gaps in his knowledge — Santa Claus, the Easter Bunny, God.

assume:13	lack:28	1	 He made the common error of identifying maturity with worth, and assumed that the love he had for her as a young child must have been lacking in strength and depth.

see:7	grow:10	0	 In Tyler’s mind he could see her face grow taut, lose color, and then, for the only time he could remember, she began to cry.

know:5	place:12	1	 At that time he knew only vaguely that Hell was a place you did not want to go, like the dark basement or the even darker attic.

remember:2	feel:3	0	 He remembered feeling resentful that she was crying and he did not even understand why.

understand:14	why:15	0	 He remembered feeling resentful that she was crying and he did not even understand why.

remember:3	eat:7	1	 Now he remembered that they always ate in the dining room, and when they did play board games, it was always on the coffee table in the living room.

think:2	lucky:6	0	 Tyler thought he was very lucky to have discovered the single error in his false memory, which enabled him to reason his way into distinguishing between reality and fantasy.

feel:2	moment:12	1	 He felt that it was a coming-of-age moment.

say:10	suppose:3	0	 “Not supposed to touch those,” he says.

say:6	sorry:2	0	 “Sorry!” I say.

say:6	Cara:2	0	 “Cara,” I say.

say:8	sorry:4	0	 “I’m sorry,” I say again, the concerned big brother.

think:8	I:13	0	 “I was just looking around and thought she was right with me, you know?

say:23	want:27	0	 Back out in the mall, Cara is wailing, which could start an asthma attack, so to distract her I say, “You want a cookie?”

say:15	treat:17	0	 She perks up the way Shelby, our Shetland Sheepdog does, when you say ‘treat.’

say:13	ready:3	0	 “You ready to go back to see Mom?” I say.

say:6	uhhh:2	0	 “Uhhh,” she says, pointing to the store.

say:6	no:2	0	 “No,” I say.

say:6	uhhh:2	0	 “Uhhh,” she says, mad.

say:8	okay:4	0	 “It’s okay,” I say.

say:10	do:5	0	 “What did you do?” my mom says when she sees us.

tell:20	take:25	1	 My mom had to buy stuff, like gym shorts for me and underwear for herself, so I told her that I’d take Cara with me while she bought her stuff.

say:12	want:3	0	 “She wanted to go in Spencer’s,” I say.

say:7	Robert:2	0	 “Robert,” my mom says, irritated.

say:6	Robert:2	0	 “Robert,” Mom says,

say:6	okay:2	0	 “Okay,” I say and get out of the car.

say:11	make:5	0	 “I can just make a sandwich,” I say.

say:14	want:3	0	 “I want you to stay at home, then,” she says.

remember:1	have:3	0	 Remember you have school tomorrow.”

be glad:3	gone:6	0	 I’m glad they’re gone.

know:2	come:12	1	 Everyone knew, beyond belief or necessity that the time had come.

hear:24	sing:26	0	 And as they swam they sang, their voices born on the winds and the salt and the rain, and we could hear them singing, He is coming, He is coming.

say:7	nonetheless:2	0	 “Nonetheless,” the traveler said, and she walked out.

know:1	fly:7	1	 Knowing that he had already been flying straight for longer than was advisable, Chalmers altered his course to attempt to throw off any pursuers.

see:2	run:5	0	 Chalmers saw his friends run forward as their names were called out, scrambling into cockpits, pulling on helmets and performing last-minute safety checks.

know:21	speed:26	0	 Though most hid it well, he was convinced they were all as nervous and scared as he was - knowing they could well be speeding only to their own deaths.

think:5	hundred:1	0	 Hundreds of millions? thought Chalmers.

see:33	have:37	1	 And as I ran along the shore, crushing sleeping flowers with heedless feet and maddened ever by the fear of unknown things and the lure of the dead faces, I saw that the garden had no end under that moon; for where by day the walls were, there stretched now only new vistas of trees and paths, flowers and shrubs, stone idols and pagodas, and bendings of the yellow-litten stream past grassy banks and under grotesque bridges of marble.

see:4	vanish:10	0	 And as I saw therein the lotos-faces vanish, I longed for nets that I might capture them and learn from them the secrets which the moon had brought upon the night.

know:2	come:12	1	 And knowing that to this sunken place all the dead had come, I trembled and did not wish again to speak with the lotos-faces.

see:4	descend:13	0	 Yet when I saw afar out in the sea a black condor descend from the sky to seek rest on a vast reef, I would fain have questioned him, and asked him of those whom I had known when they were alive.

see:14	gleam:15	0	 So I watched the tide go out under that sinking moon, and saw gleaming the spires, the towers, and the roofs of that dead, dripping city.

see:16	ebb:21	1	 Nor had my flesh trembled without cause, for when I raised my eyes I saw that the waters had ebbed very low, shewing much of the vast reef whose rim I had seen before.

see:4	crown:13	1	 And when I saw that the reef was but the black basalt crown of a shocking eikon whose monstrous forehead now shown in the dim moonlight and whose vile hooves must paw the hellish ooze miles below, I shrieked and shrieked lest the hidden face rise above the waters, and lest the hidden eyes look at me after the slinking away of that leering and treacherous yellow moon.

say:11	hurt:5	0	 “It doesn’t hurt, Gram,” Renata says.

say:10	okay:4	0	 “It’s okay, Mom,” I say.

say:10	go:15	0	 The doctor swabs her upper arm with antiseptic and says, “I’m going to give you something to numb it, okay?”

say:5	lidocaine:17	0	 To me the doctor says in her normal voice, “It’s just a little lidocaine.”

know:12	why:13	0	 I don’t like the doctor, but I don’t know why.

say:7	okay:2	0	 “Okay,” my mother says.

say:3	time:8	0	 My mother says, “Is it time to go?”

say:7	yet:3	0	 “Not yet,” I say.

say:7	what:2	0	 “What?” my mother says.

say:10	okay:4	0	 “It’s okay, Gram,” Renata says.

say:7	Renata:2	0	 “Renata,” my mother says.

say:5	oh:2	0	 “Oh!” says my mother.

show:22	nothing:29	1	 In the background, shining, is Renata, who is young and healthy and good, raising her arm to show her grandmother that the chip is nothing, nothing at all.

know:13	sleep:6	0	 Seventeen-year-olds sleep on friends’ couches, I know.

tell:5	stay:9	0	 In my dream I told her, “Stay, Sonia. Stay.”

say:12	up:17	0	 And then the horror of it all hit me and I said, “Sonia, up!”

say:4	start:6	0	 Most people would say it started with the Fireflies, but they'd be wrong.

think:23	come:27	0	 I could see into his head better than I could see into my own; he was scared that his attackers might think those hands were coming up to hit back, that they'd read it as an act of defiance and hurt him even more.

be sure:4	avoid:8	0	 I was pretty sure he'd been avoiding me.

know:28	game:33	0	 So I picked up a rock the size of my fist and hit two of Pag's assailants across the backs of their heads before anyone even knew I was in the game.

say:6	oh:2	0	 "Oh," I said.

say:12	do:6	0	 "You'da never done that before," Pag said.

mean:6	operation:3	0	 Before the operation, he meant.

say:13	same:9	0	 "You're, you're not the same," Pag said from a safe distance.

know:3	epilepsy:6	0	 "I know for the epilepsy!

think:2	know:6	0	 You think I don't know?

say:9	think:3	0	 "I think you did die," said my best and only friend.

think:3	die:6	0	 "I think you did die," said my best and only friend.

think:3	die:5	0	 "I think Siri died, they scooped him out and threw him away and you're some whole other kid that just, just grew back out of what was left.

say:4	blame:6	0	 I couldn’t say I blamed her.

say:4	make:17	1	 Although I will say that a pixie hiding in the sink among the dirty soup bowls makes doing the dishes an adventure.

say:10	useless:6	0	 “Man, he’s useless,” she said.

tell:6	cool:11	1	 “I keep trying to tell myself that this is cool.

say:13	take:4	0	 “And you take it out on the super,” I said.

say:19	go:6	0	 “And now I’m gonna have a bruise on my butt, too,” she said.

make sure:4	be:6	0	 “Just make sure there are no pixies in the coffee pot, is all I ask.”

realize:2	hate:8	1	 I realized that I, too, hated the pixies.

say:9	need:3	0	 “We need a plan,” I said.

learn:6	live:10	1	 In two months Carroll had learned that her parents lived on a farm several miles outside of town; that they sold strawberries in summer, and Christmas trees in the winter.

know:2	leave:6	1	 He knew that they never left the farm; instead, the world came to them in the shape of weekend picnickers and driveby tourists.

say:12	think:3	0	 Do you think your parents will like me?" he said.

think:3	like:7	0	 Do you think your parents will like me?" he said.

think:2	lack:5	1	 she thinks that you lack a serious nature."

suggest:10	regret:13	0	 Then she sighed in a way that seemed to suggest she was regretting her decision to take him home.

think:4	love:9	0	 Already, he thought he might be in love.

think:3	get:6	0	 “I think I’ve got a fairy stuck up my nose.”

say:10	bad:5	0	 “Hey! Not bad that!” Pete said.

see:5	move:8	0	 “I didn’t see your lips move at all.”

know:3	like:7	0	 “You know I don’t like it.”

say:11	know:3	0	 “You know that’s pretty gross …” he said.

know:3	gross:7	0	 “You know that’s pretty gross …” he said.

say:10	get:2	0	 “Got any other brilliant remarks?” I said.

think:9	swallow:12	0	 I was riding on me bike and I thought I’d swallowed an insect or something.

tell:5	be:9	0	 And they have to tell you where it is if you catch them?”

say:9	leprechaun:4	0	 “That’s leprechauns, idiot!” said the voice from my noise.

say:12	use:5	0	 “Perhaps you can use it in exams …” Pete said, scratching his head.

say:12	know:6	0	 “Perhaps I don’t know the answers anyway?” said the voice.

suppose:2	try:6	0	 “S’pose you’ve already tried your finger …”

say:9	have:4	0	 “Yes he has,” the voice said.

tell:9	pleasant:6	0	 “And it wasn’t pleasant I can tell you.”

say:7	no:2	0	 “No!” we both said at once.

say:6	snap:2	0	 “Snap!” Pete said.

say:10	see:4	0	 “You could see things like that …” said the voice with resignation.

wish:3	get:6	0	 “I wish you’d get out of my nose, then!” I cried.

hope:9	enjoy:11	0	 Something a little lighter this week, I hope you enjoy it.

think:3	need:5	0	 But I think I needed something a little less dark, and there are some quite sombre tales coming up in the coming weeks.

find:32	sweep:38	1	 Now, instead of reversing the levers, I had pulled them over so as to go forward with them, and when I came to look at these indicators I found that the thousands hand was sweeping round as fast as the seconds hand of a watch—into futurity.

show:15	move:22	1	 Only a slight oily swell rose and fell like a gentle breathing, and showed that the eternal sea was still moving and living.

notice:13	breath:17	1	 There was a sense of oppression in my head, and I noticed that I was breathing very fast.

see:15	go:23	0	 “Far away up the desolate slope I heard a harsh scream, and saw a thing like a huge white butterfly go slanting and fluttering up into the sky and, circling, disappear over some low hillocks beyond.

see:3	creature:13	0	 Then I saw the thing was really a monstrous crab-like creature.

see:3	flicker:11	0	 I could see the many palps of its complicated mouth flickering and feeling as it moved.

think:9	sleep:4	0	 She didn't sleep, I don't think.

say:11	come:4	0	 "My family came here from Earth," she said.

say:12	anthropologist:8	0	 "My father, he's an anthropologist," she said.

say:23	interesting:16	0	 "Because Earth had lost touch with your world, the people here are very interesting to my father," she said.

say:10	study:3	0	 "I study history in school," I said.

forget:15	be:17	0	 Then there is a big problem on Earth, and the people of Earth forget we are here.

forget:2	Earth:6	0	 We forget we are from Earth.

say:14	have:4	0	 "Some people have stories about coming from the Earth," Veronique said.

say:2	come:6	0	 We said the first people came out of the sun.

wish:8	gone:14	1	 I fell asleep thinking about how I wished that the Scathalos outrunners were gone.

wish:2	come:6	0	 I wished my da would come home.

suggest:15	Christian:31	1	 Most versions in English are called The Chemical Wedding of Christian Rosencreutz, which suggests (and most people who’ve heard of it suppose) that the wedding is Christian’s.

think:15	blow:26	0	 All of a sudden a terrible wind blew up, so strong that I thought the hill my little house was built on would be blown apart – but I’d seen the Devil do things as bad as this before (the Devil had often tried to harm me), so I took heart and went on meditating.

see:32	do:35	0	 All of a sudden a terrible wind blew up, so strong that I thought the hill my little house was built on would be blown apart – but I’d seen the Devil do things as bad as this before (the Devil had often tried to harm me), so I took heart and went on meditating.

feel:3	touch:5	0	 Till I felt somebody touch me on the back.

feel:2	tug:5	0	 I felt my coat tugged at, and tugged again, and at last I looked around.

find:2	hold:14	1	 I found that the lion, in place of his sword, now held a rather large plaque.

tell:6	take:11	1	 Examining this, I could tell that it had been taken from those ancient monuments I’d seen and put here for some special reason.

report:3	first:9	0	 The Independent reported self-medicating ants a first among insects.

think:11	year:6	0	 This was in my third year of Biology study I think.

mean:2	know:7	0	 This means the experimenter doesn't know which ants belong to which treatment, so it's impossible to influence the results with 'observer bias'.

know:7	belong:10	0	 This means the experimenter doesn't know which ants belong to which treatment, so it's impossible to influence the results with 'observer bias'.

remember:2	go:3	0	 I remember going into Hollywood Magic and wanting that big red box with the dragons on it and I didn't even know what it did.

think:3	alive:6	0	 Do you think magic is alive as a viable form of entertainment today?

think:2	help:5	0	 I think it has helped draw younger people to magic as a hobby, but I think it has hurt the ability of young magicians to think because so many rely on the internet for everything and they aren't reading the books.

think:17	hurt:20	0	 I think it has helped draw younger people to magic as a hobby, but I think it has hurt the ability of young magicians to think because so many rely on the internet for everything and they aren't reading the books.

see:3	perform:5	0	 Moreover, seeing someone perform on the internet takes away the use of our senses, originality and imagination that reading and thinking about magic can produce.

know:5	have:8	0	 I just wanted to know if you had any thoughts on recent NATO actions and the protests coming up at the 60th NATO conference, I know you’re speaking at the counter-conference.

know:27	speak:30	0	 I just wanted to know if you had any thoughts on recent NATO actions and the protests coming up at the 60th NATO conference, I know you’re speaking at the counter-conference.

explain:12	take:16	1	 And the head of NATO, Hoop Scheffer, he has explained that NATO must take on responsibility for ensuring the security of pipelines and sea lanes, that is NATO must be a guarantor of energy supplies for the West.

think:3	question:9	0	 Well I think that’s a pretty good question; I don’t see why it should, I mean there happens to be no other military alliance remotely comparable — if there happened to be one I’d be opposed to that too.

think:3	what:9	0	 So I think the first question is, what is this all about, why should we even be debating NATO, is there any reason why it should exist?

think:3	revival:7	0	 Do you think this is a revival of the Left in the West?

think:4	nothing:7	0	 Or do you think it’s nothing?

think:21	do:28	0	 Stan commented on the creation of the Santorum cocktail, "When he was winning in the polls, I thought, 'OK, I'll do a Santorum'."

hope:30	there:33	0	 Regarding how long the beverage will be made available, Stan remarked to The Brooklyn Paper, "We'll keep it around until he’s irrelevant. I hope he’s there the whole way".

observe:7	sweet:13	0	 After tasting the beverage, Patterson observed, "My Santorum was sweet but balanced, with a subtle citrus pucker".

say:25	handle:29	0	 "To have a business allow that type of filth to be purveyed through their website or through their system is something that they say they can't handle.

say:17	offensive:22	0	 Santorum criticized the response of the press to the phenomenon in a 2011 radio interview, saying, "It's offensive beyond, you know, anything that any public figure or anybody in America should tolerate, and the mainstream media laughs about it."

think:16	interesting:20	0	 Santorum the person has been in the news throughout the primary season, and we thought it would be interesting to try to create a delicious drink that mimicked the appearance of the Dan Savage meaning of "santorum."

think:3	form:8	0	 Do you think it was an appropriate form of satire for Dan Savage to popularize the definition of the santorum neologism created in his advice column?

think:2	funny:5	0	 We thought it was funny.

think:3	receive:13	1	 Did you think when you created it that the Santorum cocktail would receive this news coverage?

suppose:6	serve:9	0	 How many times do you suppose you’ve served it at your establishment since its creation?

estimate:6	serve:12	0	 We have no way to estimate how many times we've served it overall, but we're now pouring around ten a night.

learn:7	be:9	0	 What was your first reaction upon learning there was an undiscovered ecosystem under the ice in the Ross Sea?

say:4	unexpected:7	0	 I think to say it was unexpected is inaccurate, because it implies that there was a well-founded expectation of something.

think:2	inaccurate:9	0	 I think to say it was unexpected is inaccurate, because it implies that there was a well-founded expectation of something.

be sure:4	enhance:9	1	 Although I am sure that being there would enhance my understanding of the animals and the system in which they live, and would help me formulate more and better questions about the anemones, ship time is expensive, especially in Antarctica, and if there are biologists whose contribution is predicated on being there, they should have priority to be there.

mean:2	look:6	0	 This means we can't look at the issue you raise with these animals.

determine:27	species:37	1	 By comparing my observations to what my colleagues and predecessors had found, I figured out what group it belongs to, and was able to determine that within that group, it was a new species.

mean:2	manage:7	0	 You mean, how did we manage to make it all happen so quickly, right? :)

see:9	be:12	0	 Having DNA-suitable material will let us see whether there are new genes, or genes turned on in different ways and at different times that help explain how these animals burrow into hard ice and then survive in the cold.

think:9	hire:12	0	 We hire the opposite of what you'd think we would hire, what the average person would think we would hire.

think:19	hire:22	0	 We hire the opposite of what you'd think we would hire, what the average person would think we would hire.

remember:2	say:12	0	 I remember one of our ads that I had put in said, "If you think nice girls don't do S&M," -- I forgot what the rest of it said --

say:12	think:17	0	 I remember one of our ads that I had put in said, "If you think nice girls don't do S&M," -- I forgot what the rest of it said --

think:17	do:22	0	 I remember one of our ads that I had put in said, "If you think nice girls don't do S&M," -- I forgot what the rest of it said --

think:14	think:17	0	 And that ad had pulled so many girls, because they -- I think they all thought that nice girls don't do this.

think:17	do:23	1	 And that ad had pulled so many girls, because they -- I think they all thought that nice girls don't do this.

say:10	wow:13	0	 And a bunch of them had called and they said, "Wow."

think:3	remember:5	0	 And I think I remember, a bunch of guys called because of that also.

remember:5	call:11	0	 And I think I remember, a bunch of guys called because of that also.

say:11	hire:19	0	 -- and he's in the end, he would say, "Well, I won't hire them."

tell:4	will:7	0	 How can you tell whether they will or will not?

know:4	like:8	0	 I don't know if you'd like to see one.

be sure:4	give:8	0	 I'm not sure which one you gave him, but there's a brief, brief, brief IQ test there.

tell:10	apply:22	0	 No, because I really can't call and tell them I'm yeah, so-and-so's applying here for a position.

hope:2	have:9	1	 We hope that in time, we will have millions of articles with many of them having featured status.

realize:9	take:14	1	 That said, we are realistic enough to realize that this goal will take decades to achieve.

believe:6	place:14	0	 As a result some folks believe wikiHow is a more humane and enjoyable place to work than other places online.

think:2	one:11	1	 I think that providing people with a practical education is one of the most empowering things you can offer a person.

think:2	gift:15	1	 I think that building a universal how-to manual would be a tremendous gift for the world.

mean:11	have:14	1	 However, paying people to write and edit articles ultimately means that you have to make one of two sacrifices.

think:14	need:21	0	 I wasn't interested in making either of these sacrifices, as I think the world's how to manual needs to be high quality AND comprehensive.

decide:4	build:11	1	 So ultimately I decided that eHow's model would not build the resource I envisioned.

think:4	go:8	0	 If wikiHow volunteers think our site is going in the wrong direction, they can take all the content and all the software and move the project elsewhere.

believe:2	element:13	1	 I believe that offering this right to fork has been a key element of our success thus far.

think:5	select:10	0	 In retrospect, I think we probably should have selected the CC BY-SA license instead of CC-BY-SA-NC.

think:4	have:8	0	 Why do you think the Paralympic movement has so little visibility in the US compared to other countries like Australia, the United Kingdom and even Canada?

think:4	what:1	0	 What do you think the impact will be for the Paralympic movement will be with the Games being televised live in the United States for first time?

remember:1	be:4	1	 Remember that there is a nine-hour difference between Sochi and New York, and a 12-hour difference between Sochi and the US West Coast.

think:6	opportunity:11	0	 All in all, I think this is a terrific opportunity to improve sports coverage in a multitude of aspects; but we will have to wait until after the event to assess to what extent the broadcasters will meet these expectations.

think:2	important:10	1	 I think that a vibrant public domain is very important to a healthy world, and so I thought: here's a way to help the cause.

think:19	way:24	0	 I think that a vibrant public domain is very important to a healthy world, and so I thought: here's a way to help the cause.

think:9	stand:10	0	 Is there a particular LibriVox book which you think stands out because of the quality, the overall effort involved, its popularity, or for some other reason?

find:6	vary:14	1	 Browsing the catalog, I find that the quality of the spoken audio varies greatly from text to text or even from chapter to chapter.

think:9	good:13	0	 We take the Wikipedia approach: if you think it should be better, please help it be so.

note:3	offer:5	0	 You'll note we offer a couple of versions of some books.

mean:26	simple:30	0	 We are only doing public domain works, for a number of reasons, partly to keep simplicity in our copyright situation -- public domain means its as simple as can be.

find:2	make:4	0	 we find it makes things clear and easy to say: published works, public domain, and leave it at that.

say:10	work:13	0	 we find it makes things clear and easy to say: published works, public domain, and leave it at that.

wish:7	go:11	0	 It was a tournament that I wish we'd actually gone back to more often.

think:10	would:12	0	 We just didn't play as well as we thought we would.

mean:28	get:31	1	 So the World Cup is ... it's good to be able to do well at the World Cup, to be placed, but it also means that you get a really good opportunity to know where you're at in that two year gap between the Paralympics.

say:21	John:30	0	 Even though Im not Michael Jackson or somebody, when people come up to me and introduce themselves and say, 'Hey Frank, my name is John,' I say, 'Hey John, my name is Frank' and they laugh.

say:34	Frank:43	0	 Even though Im not Michael Jackson or somebody, when people come up to me and introduce themselves and say, 'Hey Frank, my name is John,' I say, 'Hey John, my name is Frank' and they laugh.

tell:15	injure:20	0	 He went looking for his brother, George Whitman, after he a telegram telling him his brother was injured in the South.

realize:2	game:7	0	 I realize baseball is just a game.

know:3	what:4	0	 Do you know what it's like to be chased by the Ghost of Failure while staring through Victory's door?

say:14	willing:27	0	 As one thats battled hard through many a broken dream Let me say, "in order to rise to the occasion you must be willing to go down with the ship",

hear:16	shout:18	0	 Cheer the team today; (your boys in orange and blue) Let them hear you shout as they fight for what's mightily due

say:3	bother:11	0	 The e-mail said, 'Frank, I have never bothered you during the game, but I just wanted to say thank you for your work and thank you for making some sense of the successes and failures and I wish you much success with your work.'

say:12	say:16	0	 Then earlier this year these shirts started to come out that said, "Poet says We Know".

say:16	know:18	0	 Then earlier this year these shirts started to come out that said, "Poet says We Know".

know:5	go:8	0	 Last year we just knew we were going to the playoffs; we knew we were going post-season.

know:14	go:17	0	 Last year we just knew we were going to the playoffs; we knew we were going post-season.

say:7	thank:10	0	 With tears in her eyes she said, "Thank you, Mets Poet, thank you."

realize:7	touch:10	0	 Moments like that must make you realize you have touched people who aren't normally touched by poetry.

think:25	make:27	0	 Writers will occasionally write their own headlines, but we come up with a list of 15 or 20 headline ideas, what we think will make a good story and then we assign it based upon what people’s writing strengths are.

say:10	decide:20	1	 In an interview with Terry Gross, Stephen Colbert said of his time at Second City that they had decided on not doing political humor and, in particular, hackneyed political humor such as Ted Kennedy drinking jokes.

feel:2	overdo:5	0	 They felt it was overdone, mean-spirited and not funny.

think:2	important:5	0	 I think it’s important we have an original take on those things.

think:2	similar:5	0	 I think it’s similar to what Colbert said to Terry Gross.

make sure:12	die:14	0	 That’s why we are on the 10th floor to make sure they die when they get kicked out.

think:27	be:30	1	 Mr. President, as a Nobel Peace Prize recipient and as one of the fathers of the modern peace process in Israel, do you still think that there is a future to the peace process?

mean:36	important:41	1	 Customs cannot check what a scientist has in his mind, they can see what he has in his pocket but not what he has in his mind so it’s uncontrolled; it means that borders aren’t important and distances aren’t important.

mean:2	national:7	0	 I mean, is the problem national, say between Jews and Arabs; or is it a matter of generations between an old age and a new age?

think:2	endanger:6	1	 They think that modernity may endanger their tradition.

